b1_b4_b8_b12_b15_id;b1;b4;b8;b12;b15
2039;3;8;13;18;24
2040;3;8;13;18;25
2041;3;8;13;19;22
2042;3;8;13;19;23
2043;3;8;13;19;24
2044;3;8;13;19;25
2045;3;8;13;20;23
2046;3;8;13;20;24
2047;3;8;13;20;25
2048;3;8;13;21;24
2049;3;8;13;21;25
2050;3;8;13;22;25
2051;3;8;14;18;21
2052;3;8;14;18;22
2053;3;8;14;18;23
2054;3;8;14;18;24
2055;3;8;14;18;25
2056;3;8;14;19;22
2057;3;8;14;19;23
2058;3;8;14;19;24
2059;3;8;14;19;25
2060;3;8;14;20;23
2061;3;8;14;20;24
2062;3;8;14;20;25
2063;3;8;14;21;24
2064;3;8;14;21;25
2065;3;8;14;22;25
2066;3;8;15;19;22
2067;3;8;15;19;23
2068;3;8;15;19;24
2069;3;8;15;19;25
2070;3;8;15;20;23
2071;3;8;15;20;24
2072;3;8;15;20;25
2073;3;8;15;21;24
2074;3;8;15;21;25
2075;3;8;15;22;25
2076;3;8;16;20;23
2077;3;8;16;20;24
2078;3;8;16;20;25
2079;3;8;16;21;24
2080;3;8;16;21;25
2081;3;8;16;22;25
2082;3;8;17;21;24
2083;3;8;17;21;25
2084;3;8;17;22;25
2085;3;8;18;22;25
2086;3;9;13;17;20
2087;3;9;13;17;21
2088;3;9;13;17;22
2089;3;9;13;17;23
2090;3;9;13;17;24
2091;3;9;13;17;25
2092;3;9;13;18;21
2093;3;9;13;18;22
2094;3;9;13;18;23
2095;3;9;13;18;24
2096;3;9;13;18;25
2097;3;9;13;19;22
2098;3;9;13;19;23
2099;3;9;13;19;24
2100;3;9;13;19;25
2101;3;9;13;20;23
2102;3;9;13;20;24
2103;3;9;13;20;25
2104;3;9;13;21;24
2105;3;9;13;21;25
2106;3;9;13;22;25
2107;3;9;14;18;21
2108;3;9;14;18;22
2109;3;9;14;18;23
2110;3;9;14;18;24
2111;3;9;14;18;25
2112;3;9;14;19;22
2113;3;9;14;19;23
2114;3;9;14;19;24
2115;3;9;14;19;25
2116;3;9;14;20;23
2117;3;9;14;20;24
2118;3;9;14;20;25
2119;3;9;14;21;24
2120;3;9;14;21;25
2121;3;9;14;22;25
2122;3;9;15;19;22
2123;3;9;15;19;23
2124;3;9;15;19;24
2125;3;9;15;19;25
2126;3;9;15;20;23
2127;3;9;15;20;24
2128;3;9;15;20;25
2129;3;9;15;21;24
2130;3;9;15;21;25
2131;3;9;15;22;25
2132;3;9;16;20;23
2133;3;9;16;20;24
2134;3;9;16;20;25
2135;3;9;16;21;24
2136;3;9;16;21;25
2137;3;9;16;22;25
2138;3;9;17;21;24
2139;3;9;17;21;25
2140;3;9;17;22;25
2141;3;9;18;22;25
2142;3;10;14;18;21
2143;3;10;14;18;22
2144;3;10;14;18;23
2145;3;10;14;18;24
2146;3;10;14;18;25
2147;3;10;14;19;22
2148;3;10;14;19;23
2149;3;10;14;19;24
2150;3;10;14;19;25
2151;3;10;14;20;23
2152;3;10;14;20;24
2153;3;10;14;20;25
2154;3;10;14;21;24
2155;3;10;14;21;25
2156;3;10;14;22;25
2157;3;10;15;19;22
2158;3;10;15;19;23
2159;3;10;15;19;24
2160;3;10;15;19;25
2161;3;10;15;20;23
2162;3;10;15;20;24
2163;3;10;15;20;25
2164;3;10;15;21;24
2165;3;10;15;21;25
2166;3;10;15;22;25
2167;3;10;16;20;23
2168;3;10;16;20;24
2169;3;10;16;20;25
2170;3;10;16;21;24
2171;3;10;16;21;25
2172;3;10;16;22;25
2173;3;10;17;21;24
2174;3;10;17;21;25
2175;3;10;17;22;25
2176;3;10;18;22;25
2177;3;11;15;19;22
2178;3;11;15;19;23
2179;3;11;15;19;24
2180;3;11;15;19;25
2181;3;11;15;20;23
2182;3;11;15;20;24
2183;3;11;15;20;25
2184;3;11;15;21;24
2185;3;11;15;21;25
2186;3;11;15;22;25
2187;3;11;16;20;23
2188;3;11;16;20;24
2189;3;11;16;20;25
2190;3;11;16;21;24
2191;3;11;16;21;25
2192;3;11;16;22;25
2193;3;11;17;21;24
2194;3;11;17;21;25
2195;3;11;17;22;25
2196;3;11;18;22;25
2197;3;12;16;20;23
2198;3;12;16;20;24
2199;3;12;16;20;25
2200;3;12;16;21;24
2201;3;12;16;21;25
2202;3;12;16;22;25
2203;3;12;17;21;24
2204;3;12;17;21;25
2205;3;12;17;22;25
2206;3;12;18;22;25
2207;3;13;17;21;24
2208;3;13;17;21;25
2209;3;13;17;22;25
2210;3;13;18;22;25
2211;3;14;18;22;25
2212;4;7;11;15;18
2213;4;7;11;15;19
2214;4;7;11;15;20
2215;4;7;11;15;21
2216;4;7;11;15;22
2217;4;7;11;15;23
2218;4;7;11;15;24
2219;4;7;11;15;25
2220;4;7;11;16;19
2221;4;7;11;16;20
2222;4;7;11;16;21
2223;4;7;11;16;22
2224;4;7;11;16;23
2225;4;7;11;16;24
2226;4;7;11;16;25
2227;4;7;11;17;20
2228;4;7;11;17;21
2229;4;7;11;17;22
2230;4;7;11;17;23
2231;4;7;11;17;24
2232;4;7;11;17;25
2233;4;7;11;18;21
2234;4;7;11;18;22
2235;4;7;11;18;23
2236;4;7;11;18;24
2237;4;7;11;18;25
2238;4;7;11;19;22
2239;4;7;11;19;23
2240;4;7;11;19;24
2241;4;7;11;19;25
2242;4;7;11;20;23
2243;4;7;11;20;24
2244;4;7;11;20;25
2245;4;7;11;21;24
2246;4;7;11;21;25
2247;4;7;11;22;25
2248;4;7;12;16;19
2249;4;7;12;16;20
2250;4;7;12;16;21
2251;4;7;12;16;22
2252;4;7;12;16;23
2253;4;7;12;16;24
2254;4;7;12;16;25
2255;4;7;12;17;20
2256;4;7;12;17;21
2257;4;7;12;17;22
2258;4;7;12;17;23
2259;4;7;12;17;24
2260;4;7;12;17;25
2261;4;7;12;18;21
2262;4;7;12;18;22
2263;4;7;12;18;23
2264;4;7;12;18;24
2265;4;7;12;18;25
2266;4;7;12;19;22
2267;4;7;12;19;23
2268;4;7;12;19;24
2269;4;7;12;19;25
2270;4;7;12;20;23
2271;4;7;12;20;24
2272;4;7;12;20;25
2273;4;7;12;21;24
2274;4;7;12;21;25
2275;4;7;12;22;25
2276;4;7;13;17;20
2277;4;7;13;17;21
2278;4;7;13;17;22
2279;4;7;13;17;23
2280;4;7;13;17;24
2281;4;7;13;17;25
2282;4;7;13;18;21
2283;4;7;13;18;22
2284;4;7;13;18;23
2285;4;7;13;18;24
2286;4;7;13;18;25
2287;4;7;13;19;22
2288;4;7;13;19;23
2289;4;7;13;19;24
2290;4;7;13;19;25
2291;4;7;13;20;23
2292;4;7;13;20;24
2293;4;7;13;20;25
2294;4;7;13;21;24
2295;4;7;13;21;25
2296;4;7;13;22;25
2297;4;7;14;18;21
2298;4;7;14;18;22
2299;4;7;14;18;23
2300;4;7;14;18;24
2301;4;7;14;18;25
2302;4;7;14;19;22
2303;4;7;14;19;23
2304;4;7;14;19;24
2305;4;7;14;19;25
2306;4;7;14;20;23
2307;4;7;14;20;24
2308;4;7;14;20;25
2309;4;7;14;21;24
2310;4;7;14;21;25
2311;4;7;14;22;25
2312;4;7;15;19;22
2313;4;7;15;19;23
2314;4;7;15;19;24
2315;4;7;15;19;25
2316;4;7;15;20;23
2317;4;7;15;20;24
2318;4;7;15;20;25
2319;4;7;15;21;24
2320;4;7;15;21;25
2321;4;7;15;22;25
2322;4;7;16;20;23
2323;4;7;16;20;24
2324;4;7;16;20;25
2325;4;7;16;21;24
2326;4;7;16;21;25
2327;4;7;16;22;25
2328;4;7;17;21;24
2329;4;7;17;21;25
2330;4;7;17;22;25
2331;4;7;18;22;25
2332;4;8;12;16;19
2333;4;8;12;16;20
2334;4;8;12;16;21
2335;4;8;12;16;22
2336;4;8;12;16;23
2337;4;8;12;16;24
2338;4;8;12;16;25
2339;4;8;12;17;20
2340;4;8;12;17;21
2341;4;8;12;17;22
2342;4;8;12;17;23
2343;4;8;12;17;24
2344;4;8;12;17;25
2345;4;8;12;18;21
2346;4;8;12;18;22
2347;4;8;12;18;23
2348;4;8;12;18;24
2349;4;8;12;18;25
2350;4;8;12;19;22
2351;4;8;12;19;23
2352;4;8;12;19;24
2353;4;8;12;19;25
2354;4;8;12;20;23
2355;4;8;12;20;24
2356;4;8;12;20;25
2357;4;8;12;21;24
2358;4;8;12;21;25
2359;4;8;12;22;25
2360;4;8;13;17;20
2361;4;8;13;17;21
2362;4;8;13;17;22
2363;4;8;13;17;23
2364;4;8;13;17;24
2365;4;8;13;17;25
2366;4;8;13;18;21
2367;4;8;13;18;22
2368;4;8;13;18;23
2369;4;8;13;18;24
2370;4;8;13;18;25
2371;4;8;13;19;22
2372;4;8;13;19;23
2373;4;8;13;19;24
2374;4;8;13;19;25
2375;4;8;13;20;23
2376;4;8;13;20;24
2377;4;8;13;20;25
2378;4;8;13;21;24
2379;4;8;13;21;25
2380;4;8;13;22;25
2381;4;8;14;18;21
2382;4;8;14;18;22
2383;4;8;14;18;23
2384;4;8;14;18;24
2385;4;8;14;18;25
2386;4;8;14;19;22
2387;4;8;14;19;23
2388;4;8;14;19;24
2389;4;8;14;19;25
2390;4;8;14;20;23
2391;4;8;14;20;24
2392;4;8;14;20;25
2393;4;8;14;21;24
2394;4;8;14;21;25
2395;4;8;14;22;25
2396;4;8;15;19;22
2397;4;8;15;19;23
2398;4;8;15;19;24
2399;4;8;15;19;25
2400;4;8;15;20;23
2401;4;8;15;20;24
2402;4;8;15;20;25
2403;4;8;15;21;24
2404;4;8;15;21;25
2405;4;8;15;22;25
2406;4;8;16;20;23
2407;4;8;16;20;24
2408;4;8;16;20;25
2409;4;8;16;21;24
2410;4;8;16;21;25
2411;4;8;16;22;25
2412;4;8;17;21;24
2413;4;8;17;21;25
2414;4;8;17;22;25
2415;4;8;18;22;25
2416;4;9;13;17;20
2417;4;9;13;17;21
2418;4;9;13;17;22
2419;4;9;13;17;23
2420;4;9;13;17;24
2421;4;9;13;17;25
2422;4;9;13;18;21
2423;4;9;13;18;22
2424;4;9;13;18;23
2425;4;9;13;18;24
2426;4;9;13;18;25
2427;4;9;13;19;22
2428;4;9;13;19;23
2429;4;9;13;19;24
2430;4;9;13;19;25
2431;4;9;13;20;23
2432;4;9;13;20;24
2433;4;9;13;20;25
2434;4;9;13;21;24
2435;4;9;13;21;25
2436;4;9;13;22;25
2437;4;9;14;18;21
2438;4;9;14;18;22
2439;4;9;14;18;23
2440;4;9;14;18;24
2441;4;9;14;18;25
2442;4;9;14;19;22
2443;4;9;14;19;23
2444;4;9;14;19;24
2445;4;9;14;19;25
2446;4;9;14;20;23
2447;4;9;14;20;24
2448;4;9;14;20;25
2449;4;9;14;21;24
2450;4;9;14;21;25
2451;4;9;14;22;25
2452;4;9;15;19;22
2453;4;9;15;19;23
2454;4;9;15;19;24
2455;4;9;15;19;25
2456;4;9;15;20;23
2457;4;9;15;20;24
2458;4;9;15;20;25
2459;4;9;15;21;24
2460;4;9;15;21;25
2461;4;9;15;22;25
2462;4;9;16;20;23
2463;4;9;16;20;24
2464;4;9;16;20;25
2465;4;9;16;21;24
2466;4;9;16;21;25
2467;4;9;16;22;25
2468;4;9;17;21;24
2469;4;9;17;21;25
2470;4;9;17;22;25
2471;4;9;18;22;25
2472;4;10;14;18;21
2473;4;10;14;18;22
2474;4;10;14;18;23
2475;4;10;14;18;24
2476;4;10;14;18;25
2477;4;10;14;19;22
2478;4;10;14;19;23
2479;4;10;14;19;24
2480;4;10;14;19;25
2481;4;10;14;20;23
2482;4;10;14;20;24
2483;4;10;14;20;25
2484;4;10;14;21;24
2485;4;10;14;21;25
2486;4;10;14;22;25
2487;4;10;15;19;22
2488;4;10;15;19;23
2489;4;10;15;19;24
2490;4;10;15;19;25
2491;4;10;15;20;23
2492;4;10;15;20;24
2493;4;10;15;20;25
2494;4;10;15;21;24
2495;4;10;15;21;25
2496;4;10;15;22;25
2497;4;10;16;20;23
2498;4;10;16;20;24
2499;4;10;16;20;25
2500;4;10;16;21;24
2501;4;10;16;21;25
2502;4;10;16;22;25
2503;4;10;17;21;24
2504;4;10;17;21;25
2505;4;10;17;22;25
2506;4;10;18;22;25
2507;4;11;15;19;22
2508;4;11;15;19;23
2509;4;11;15;19;24
2510;4;11;15;19;25
2511;4;11;15;20;23
2512;4;11;15;20;24
2513;4;11;15;20;25
2514;4;11;15;21;24
2515;4;11;15;21;25
2516;4;11;15;22;25
2517;4;11;16;20;23
2518;4;11;16;20;24
2519;4;11;16;20;25
2520;4;11;16;21;24
2521;4;11;16;21;25
2522;4;11;16;22;25
2523;4;11;17;21;24
2524;4;11;17;21;25
2525;4;11;17;22;25
2526;4;11;18;22;25
2527;4;12;16;20;23
2528;4;12;16;20;24
2529;4;12;16;20;25
2530;4;12;16;21;24
2531;4;12;16;21;25
2532;4;12;16;22;25
2533;4;12;17;21;24
2534;4;12;17;21;25
2535;4;12;17;22;25
2536;4;12;18;22;25
2537;4;13;17;21;24
2538;4;13;17;21;25
2539;4;13;17;22;25
2540;4;13;18;22;25
2541;4;14;18;22;25
2542;5;8;12;16;19
2543;5;8;12;16;20
2544;5;8;12;16;21
2545;5;8;12;16;22
2546;5;8;12;16;23
2547;5;8;12;16;24
2548;5;8;12;16;25
2549;5;8;12;17;20
2550;5;8;12;17;21
2551;5;8;12;17;22
2552;5;8;12;17;23
2553;5;8;12;17;24
2554;5;8;12;17;25
2555;5;8;12;18;21
2556;5;8;12;18;22
2557;5;8;12;18;23
2558;5;8;12;18;24
2559;5;8;12;18;25
2560;5;8;12;19;22
2561;5;8;12;19;23
2562;5;8;12;19;24
2563;5;8;12;19;25
2564;5;8;12;20;23
2565;5;8;12;20;24
2566;5;8;12;20;25
2567;5;8;12;21;24
2568;5;8;12;21;25
2569;5;8;12;22;25
2570;5;8;13;17;20
2571;5;8;13;17;21
2572;5;8;13;17;22
2573;5;8;13;17;23
2574;5;8;13;17;24
2575;5;8;13;17;25
2576;5;8;13;18;21
2577;5;8;13;18;22
2578;5;8;13;18;23
2579;5;8;13;18;24
2580;5;8;13;18;25
2581;5;8;13;19;22
2582;5;8;13;19;23
2583;5;8;13;19;24
2584;5;8;13;19;25
2585;5;8;13;20;23
2586;5;8;13;20;24
2587;5;8;13;20;25
2588;5;8;13;21;24
2589;5;8;13;21;25
2590;5;8;13;22;25
2591;5;8;14;18;21
2592;5;8;14;18;22
2593;5;8;14;18;23
2594;5;8;14;18;24
2595;5;8;14;18;25
2596;5;8;14;19;22
2597;5;8;14;19;23
2598;5;8;14;19;24
2599;5;8;14;19;25
2600;5;8;14;20;23
2601;5;8;14;20;24
2602;5;8;14;20;25
2603;5;8;14;21;24
2604;5;8;14;21;25
2605;5;8;14;22;25
2606;5;8;15;19;22
2607;5;8;15;19;23
2608;5;8;15;19;24
2609;5;8;15;19;25
2610;5;8;15;20;23
2611;5;8;15;20;24
2612;5;8;15;20;25
2613;5;8;15;21;24
2614;5;8;15;21;25
2615;5;8;15;22;25
2616;5;8;16;20;23
2617;5;8;16;20;24
2618;5;8;16;20;25
2619;5;8;16;21;24
2620;5;8;16;21;25
2621;5;8;16;22;25
2622;5;8;17;21;24
2623;5;8;17;21;25
2624;5;8;17;22;25
2625;5;8;18;22;25
2626;5;9;13;17;20
2627;5;9;13;17;21
2628;5;9;13;17;22
2629;5;9;13;17;23
2630;5;9;13;17;24
2631;5;9;13;17;25
2632;5;9;13;18;21
2633;5;9;13;18;22
2634;5;9;13;18;23
2635;5;9;13;18;24
2636;5;9;13;18;25
2637;5;9;13;19;22
2638;5;9;13;19;23
2639;5;9;13;19;24
2640;5;9;13;19;25
2641;5;9;13;20;23
2642;5;9;13;20;24
2643;5;9;13;20;25
2644;5;9;13;21;24
2645;5;9;13;21;25
2646;5;9;13;22;25
2647;5;9;14;18;21
2648;5;9;14;18;22
2649;5;9;14;18;23
2650;5;9;14;18;24
2651;5;9;14;18;25
2652;5;9;14;19;22
2653;5;9;14;19;23
2654;5;9;14;19;24
2655;5;9;14;19;25
2656;5;9;14;20;23
2657;5;9;14;20;24
2658;5;9;14;20;25
2659;5;9;14;21;24
2660;5;9;14;21;25
2661;5;9;14;22;25
2662;5;9;15;19;22
2663;5;9;15;19;23
2664;5;9;15;19;24
2665;5;9;15;19;25
2666;5;9;15;20;23
2667;5;9;15;20;24
2668;5;9;15;20;25
2669;5;9;15;21;24
2670;5;9;15;21;25
2671;5;9;15;22;25
2672;5;9;16;20;23
2673;5;9;16;20;24
2674;5;9;16;20;25
2675;5;9;16;21;24
2676;5;9;16;21;25
2677;5;9;16;22;25
2678;5;9;17;21;24
2679;5;9;17;21;25
2680;5;9;17;22;25
2681;5;9;18;22;25
2682;5;10;14;18;21
2683;5;10;14;18;22
2684;5;10;14;18;23
2685;5;10;14;18;24
2686;5;10;14;18;25
2687;5;10;14;19;22
2688;5;10;14;19;23
2689;5;10;14;19;24
2690;5;10;14;19;25
2691;5;10;14;20;23
2692;5;10;14;20;24
2693;5;10;14;20;25
2694;5;10;14;21;24
2695;5;10;14;21;25
2696;5;10;14;22;25
2697;5;10;15;19;22
2698;5;10;15;19;23
2699;5;10;15;19;24
2700;5;10;15;19;25
2701;5;10;15;20;23
2702;5;10;15;20;24
2703;5;10;15;20;25
2704;5;10;15;21;24
2705;5;10;15;21;25
2706;5;10;15;22;25
2707;5;10;16;20;23
2708;5;10;16;20;24
2709;5;10;16;20;25
2710;5;10;16;21;24
2711;5;10;16;21;25
2712;5;10;16;22;25
2713;5;10;17;21;24
2714;5;10;17;21;25
2715;5;10;17;22;25
2716;5;10;18;22;25
2717;5;11;15;19;22
2718;5;11;15;19;23
2719;5;11;15;19;24
2720;5;11;15;19;25
2721;5;11;15;20;23
2722;5;11;15;20;24
2723;5;11;15;20;25
2724;5;11;15;21;24
2725;5;11;15;21;25
2726;5;11;15;22;25
2727;5;11;16;20;23
2728;5;11;16;20;24
2729;5;11;16;20;25
2730;5;11;16;21;24
2731;5;11;16;21;25
2732;5;11;16;22;25
2733;5;11;17;21;24
2734;5;11;17;21;25
2735;5;11;17;22;25
2736;5;11;18;22;25
2737;5;12;16;20;23
2738;5;12;16;20;24
2739;5;12;16;20;25
2740;5;12;16;21;24
2741;5;12;16;21;25
2742;5;12;16;22;25
2743;5;12;17;21;24
2744;5;12;17;21;25
2745;5;12;17;22;25
2746;5;12;18;22;25
2747;5;13;17;21;24
2748;5;13;17;21;25
2749;5;13;17;22;25
2750;5;13;18;22;25
2751;5;14;18;22;25
2752;6;9;13;17;20
2753;6;9;13;17;21
2754;6;9;13;17;22
2755;6;9;13;17;23
2756;6;9;13;17;24
2757;6;9;13;17;25
2758;6;9;13;18;21
2759;6;9;13;18;22
2760;6;9;13;18;23
2761;6;9;13;18;24
2762;6;9;13;18;25
2763;6;9;13;19;22
2764;6;9;13;19;23
2765;6;9;13;19;24
2766;6;9;13;19;25
2767;6;9;13;20;23
2768;6;9;13;20;24
2769;6;9;13;20;25
2770;6;9;13;21;24
2771;6;9;13;21;25
2772;6;9;13;22;25
2773;6;9;14;18;21
2774;6;9;14;18;22
2775;6;9;14;18;23
2776;6;9;14;18;24
2777;6;9;14;18;25
2778;6;9;14;19;22
2779;6;9;14;19;23
2780;6;9;14;19;24
2781;6;9;14;19;25
2782;6;9;14;20;23
2783;6;9;14;20;24
2784;6;9;14;20;25
2785;6;9;14;21;24
2786;6;9;14;21;25
2787;6;9;14;22;25
2788;6;9;15;19;22
2789;6;9;15;19;23
2790;6;9;15;19;24
2791;6;9;15;19;25
2792;6;9;15;20;23
2793;6;9;15;20;24
2794;6;9;15;20;25
2795;6;9;15;21;24
2796;6;9;15;21;25
2797;6;9;15;22;25
2798;6;9;16;20;23
2799;6;9;16;20;24
2800;6;9;16;20;25
2801;6;9;16;21;24
2802;6;9;16;21;25
2803;6;9;16;22;25
2804;6;9;17;21;24
2805;6;9;17;21;25
2806;6;9;17;22;25
2807;6;9;18;22;25
2808;6;10;14;18;21
2809;6;10;14;18;22
2810;6;10;14;18;23
2811;6;10;14;18;24
2812;6;10;14;18;25
2813;6;10;14;19;22
2814;6;10;14;19;23
2815;6;10;14;19;24
2816;6;10;14;19;25
2817;6;10;14;20;23
2818;6;10;14;20;24
2819;6;10;14;20;25
2820;6;10;14;21;24
2821;6;10;14;21;25
2822;6;10;14;22;25
2823;6;10;15;19;22
2824;6;10;15;19;23
2825;6;10;15;19;24
2826;6;10;15;19;25
2827;6;10;15;20;23
2828;6;10;15;20;24
2829;6;10;15;20;25
2830;6;10;15;21;24
2831;6;10;15;21;25
2832;6;10;15;22;25
2833;6;10;16;20;23
2834;6;10;16;20;24
2835;6;10;16;20;25
2836;6;10;16;21;24
2837;6;10;16;21;25
2838;6;10;16;22;25
2839;6;10;17;21;24
2840;6;10;17;21;25
2841;6;10;17;22;25
2842;6;10;18;22;25
2843;6;11;15;19;22
2844;6;11;15;19;23
2845;6;11;15;19;24
2846;6;11;15;19;25
2847;6;11;15;20;23
2848;6;11;15;20;24
2849;6;11;15;20;25
2850;6;11;15;21;24
2851;6;11;15;21;25
2852;6;11;15;22;25
2853;6;11;16;20;23
2854;6;11;16;20;24
2855;6;11;16;20;25
2856;6;11;16;21;24
2857;6;11;16;21;25
2858;6;11;16;22;25
2859;6;11;17;21;24
2860;6;11;17;21;25
2861;6;11;17;22;25
2862;6;11;18;22;25
2863;6;12;16;20;23
2864;6;12;16;20;24
2865;6;12;16;20;25
2866;6;12;16;21;24
2867;6;12;16;21;25
2868;6;12;16;22;25
2869;6;12;17;21;24
2870;6;12;17;21;25
2871;6;12;17;22;25
2872;6;12;18;22;25
2873;6;13;17;21;24
2874;6;13;17;21;25
2875;6;13;17;22;25
2876;6;13;18;22;25
2877;6;14;18;22;25
2878;7;10;14;18;21
2879;7;10;14;18;22
2880;7;10;14;18;23
2881;7;10;14;18;24
2882;7;10;14;18;25
2883;7;10;14;19;22
2884;7;10;14;19;23
2885;7;10;14;19;24
2886;7;10;14;19;25
2887;7;10;14;20;23
2888;7;10;14;20;24
2889;7;10;14;20;25
2890;7;10;14;21;24
2891;7;10;14;21;25
2892;7;10;14;22;25
2893;7;10;15;19;22
2894;7;10;15;19;23
2895;7;10;15;19;24
2896;7;10;15;19;25
2897;7;10;15;20;23
2898;7;10;15;20;24
2899;7;10;15;20;25
2900;7;10;15;21;24
2901;7;10;15;21;25
2902;7;10;15;22;25
2903;7;10;16;20;23
2904;7;10;16;20;24
2905;7;10;16;20;25
2906;7;10;16;21;24
2907;7;10;16;21;25
2908;7;10;16;22;25
2909;7;10;17;21;24
2910;7;10;17;21;25
2911;7;10;17;22;25
2912;7;10;18;22;25
2913;7;11;15;19;22
2914;7;11;15;19;23
2915;7;11;15;19;24
2916;7;11;15;19;25
2917;7;11;15;20;23
2918;7;11;15;20;24
2919;7;11;15;20;25
2920;7;11;15;21;24
2921;7;11;15;21;25
2922;7;11;15;22;25
2923;7;11;16;20;23
2924;7;11;16;20;24
2925;7;11;16;20;25
2926;7;11;16;21;24
2927;7;11;16;21;25
2928;7;11;16;22;25
2929;7;11;17;21;24
2930;7;11;17;21;25
2931;7;11;17;22;25
2932;7;11;18;22;25
2933;7;12;16;20;23
2934;7;12;16;20;24
2935;7;12;16;20;25
2936;7;12;16;21;24
2937;7;12;16;21;25
2938;7;12;16;22;25
2939;7;12;17;21;24
2940;7;12;17;21;25
2941;7;12;17;22;25
2942;7;12;18;22;25
2943;7;13;17;21;24
2944;7;13;17;21;25
2945;7;13;17;22;25
2946;7;13;18;22;25
2947;7;14;18;22;25
2948;8;11;15;19;22
2949;8;11;15;19;23
2950;8;11;15;19;24
2951;8;11;15;19;25
2952;8;11;15;20;23
2953;8;11;15;20;24
2954;8;11;15;20;25
2955;8;11;15;21;24
2956;8;11;15;21;25
2957;8;11;15;22;25
2958;8;11;16;20;23
2959;8;11;16;20;24
2960;8;11;16;20;25
2961;8;11;16;21;24
2962;8;11;16;21;25
2963;8;11;16;22;25
2964;8;11;17;21;24
2965;8;11;17;21;25
2966;8;11;17;22;25
2967;8;11;18;22;25
2968;8;12;16;20;23
2969;8;12;16;20;24
2970;8;12;16;20;25
2971;8;12;16;21;24
2972;8;12;16;21;25
2973;8;12;16;22;25
2974;8;12;17;21;24
2975;8;12;17;21;25
2976;8;12;17;22;25
2977;8;12;18;22;25
2978;8;13;17;21;24
2979;8;13;17;21;25
2980;8;13;17;22;25
2981;8;13;18;22;25
2982;8;14;18;22;25
2983;9;12;16;20;23
2984;9;12;16;20;24
2985;9;12;16;20;25
2986;9;12;16;21;24
2987;9;12;16;21;25
2988;9;12;16;22;25
2989;9;12;17;21;24
2990;9;12;17;21;25
2991;9;12;17;22;25
2992;9;12;18;22;25
2993;9;13;17;21;24
2994;9;13;17;21;25
2995;9;13;17;22;25
2996;9;13;18;22;25
2997;9;14;18;22;25
2998;10;13;17;21;24
2999;10;13;17;21;25
3000;10;13;17;22;25
3001;10;13;18;22;25
3002;10;14;18;22;25
3003;11;14;18;22;25
